名称,地址,城市,电话,区域,lng,lat,urlKey
魔兔电竞,浙桥路190号2楼（台儿庄路地铁站2号口步行340米）,上海,13482466484,金桥,121.600687,31.251721,k2MEBCqSSdlz8Slv
杰拉电竞,箭桥路615弄5号楼15幢301室,上海,19370610379,康桥/周浦,121.610772,31.134322,k2LZfdlD2JlBMrTa
欢鹿土星电竞,中山北路2438号101室-2,上海,18721827631,武宁地区,121.424659,31.243913,k2L4Eun1A51HyX9K
魔兔电竞,德平路1137号-1141号2楼B区,上海,13564738759,金杨地区,121.569029,31.241269,k2IbHpOf68jgPQQe
鑫豪电竞,康沈路1670-1672号2楼,上海,17717380994,康桥/周浦,121.577078,31.115348,k2Cz4dchlFghFfK7
网鱼电竞,环桥路1126号2楼,上海,19145611597,康桥/周浦,121.604912,31.135852,k297knlOoIFiqzs0
叁界网咖,解放中路328号2楼,上海,15021104546,南桥,121.460161,30.915756,k2541jBEBLXIDqrx
一人一间网咖,市光路50号2层（距江湾体育场300米）,上海,65103875,五角场/大学路,121.515148,31.310124,k246GfPvxlZ1GnD0
虎鲨电竞,江川路277号3楼（江川路地铁站3号口步行390米）,上海,13371888385,老闵行/交大师大,121.419851,31.003695,k1yOr8gtnEkigXEG
网鱼电竞,四川北路1661号艾尚天地B1层（东宝兴路边门进 平安银行西侧）,上海,18116155081,四川北路/海伦路,121.481771,31.257971,k1wpvn373dOs8q94
虎鲨电竞,恒久又一城2楼,上海,13052397787,江桥万达广场,121.320708,31.243128,k1wFypJqcCeMsIhs
王牌电竞,新陈路349-357号,上海,13501894814,北蔡,121.565369,31.180389,k1t25AoBskR8l5XA
网鱼网咖·棋牌,东靖路874-1号2楼,上海,,高行,121.586701,31.291231,k1qY1j4aBY8lhuM1
网鱼网咖,盈浦街道青松路62号2-3楼（近城中东路）,上海,18017305331,青浦城区,121.116151,31.147102,k1np3qAbFNkIazzI
虹桥电竞,徐泾镇明珠路258号3号楼,上海,15262567298,徐泾,121.270645,31.169675,k1ZTHA813aB9AiAq
网鱼网咖,管弄路321号（农工商超市正对面）,上海,62146931,中山北路/甘泉地区,121.424024,31.254364,k1Wx9Jt0HnNlUHs2
网鱼电竞,环城东路浦南园59号2楼1室,上海,13564854282,南桥,121.472292,30.906134,k1VP7ANLph660EYl
网鱼电竞,颛桥镇都市路3759号龙盛国际商业广场二楼206A,上海,19308170089,春申地区,121.398624,31.085791,k1PKRFiVW3FypHcF
夕阳电竞,康桥镇沪南公路2588号201室A区,上海,17623804921,迪士尼,121.566067,31.148659,k1OTAZt8GCx2kzSk
乐空间电竞,银春路1955弄71号106室2楼（中国移动旁）,上海,13122098050,老闵行/交大师大,121.393278,31.025178,k1NZrtfuA75E93Ly
T电竞,新沪路445号,上海,15021629776,大华地区,121.41947,31.270581,k1Mu56OtAOM4KIYs
网鱼网咖,仓汇路523号一楼、519号、521号523号2楼,上海,13671779149,飞航广场,121.202811,31.012154,k1LvsO2CAJFpISHG
虎鲨电竞,鹤槎路164号二楼,上海,18375562198,南翔,121.298151,31.301191,k1JpWfSIPomorLw5
柯森网咖棋牌,玉树路2659号2楼,上海,17316511914,松江镇,121.208667,31.011174,k1CD8iCnWmZE9JhT
虎鲨电竞,共和新路1949号2楼,上海,13761655154,上海大学,121.453435,31.275504,k19DGWbUQ8aU5N2s
网鱼网咖·棋牌,徐家汇街道天钥桥路458号申峰大厦B1层,上海,13402090257,徐家汇,121.442085,31.187178,k17luESSN54FZ3GC
e家网咖,沪太路1598号2楼202（行知路地铁站1号口步行190米）,上海,13633962288,大华地区,121.422951,31.282081,k16IeMVF9oDUSdSd
网鱼网咖,三鲁公路3003弄98-99号202、203、205、208、209、210室,上海,18321578518,浦江镇,121.522899,31.074736,jsRYrMkzAyVvUbYp
666电竞网咖,镇泽路560 562,564,566号2楼,上海,13485711899,赵巷镇,121.191934,31.158925,jpEjqExHXSta0QR8
VSPN电竞中心,电气文通709媒体园区71号,上海,,大宁地区,121.443814,31.283654,joYBRhMOu58yRk3D
网鱼网咖,新凤中路333号E区1幢121、122、212、312室,上海,19720211531,华新镇,121.227138,31.230801,jnsOtFXoTWVHD4U2
网鱼电竞,召楼路1982弄1号205、206-1商铺2楼,上海,15201757618,浦江镇,121.540039,31.054639,jf9zuTtODXc62BSY
欢鹿土星电竞,金沙江路1628弄五号楼,上海,18721827837,真北中环,121.37929,31.23447,jVFmt8r1lQkhDF6k
网鱼网咖·棋牌,场北路633-645号2层,上海,13310191170,庙行/共康,121.425003,31.332317,jSkh2pRsIvyWA4Iw
大威电竞,百熙路368弄43号,上海,19916702535,祝桥,121.762174,31.113384,jRAXDYOWw3kf920y
T电竞,川沙新镇北市街242号2楼,上海,13764003662,川沙,121.703081,31.197841,jO7v5TFU9ufjjHsR
涌鑫电竞,志丹路130号2樓涌鑫电竞,上海,18918037351,中山北路/甘泉地区,121.431281,31.260166,jKRi9hVoyFce9oz6
心动网络股份有限公司,万荣路700号大宁中心广场F1层,上海,60727072,大宁地区,121.441893,31.279963,jJwEXPvWKv2G1DsJ
网鱼网咖,七莘路3088号四楼,上海,13311933082,七宝,121.347821,31.157081,jJvywOugqCuQpbBn
窜天猴电竞,美康路美兰湖地铁站2号口,上海,19121195068,美兰湖,121.348674,31.399764,jGVlEHgi79W7pQBa
网鱼网咖·棋牌,古浪路415弄1号楼3楼,上海,66275961,桃浦,121.385343,31.282971,jFEZZnb7JmCFyUYQ
Lv MAX蓝胖电竞,梅川路1362号3楼,上海,18917502739,梅川路步行街,121.380736,31.24414,j8PfCzMP3k9xFTgr
星海电竞,南汇新城镇古棕路438弄7号,上海,19101702777,滴水湖临港地区,121.913941,30.880991,j4btNSim07C1SheZ
网娥电竞,福佑路333号鄂尔多斯广场2楼247室（小商品批发市场斜对面）,上海,18019293161,城隍庙/豫园,121.488938,31.228519,ixk7CYUEXm5rkVj4
盛谊网咖,三鲁公路2659号2楼,上海,16628707999,浦江镇,121.525279,31.068329,iejN0SxsFezi3gEp
网鱼电竞,石家街92号2楼,上海,19821388084,外高桥,121.580689,31.344409,icwZc8PZBuN7LS5n
网鱼电竞,陆翔路111弄正大乐城3楼,上海,18421918161,顾村公园,121.371477,31.345091,iQ0wUCqI1flGAIT5
东方网点,凯旋路1669号天星城5层,上海,18930266687,虹桥路,121.421955,31.194948,iKLL0Y0gyi1QPSPj
国音电玩,漕溪北路339号百脑汇4楼4B01（新域智能餐厅旁）,上海,15618994357,徐家汇,121.438477,31.190977,iAWOnkHqKurVE15p
云顶电竞,绿地长兴家园北区,上海,15021290309,长兴岛,121.707438,31.383148,iA1b1lDoQXcc54gf
网鱼网咖·棋牌·台球,叶榭镇叶政路451弄143号双高商务广场3楼302、303号,上海,18964664993,叶榭镇,121.318774,30.941978,i8LhC7pZ0aMGYj7u
云咖啡电竞馆,月牙港路,上海,13918191413,长兴岛,121.708701,31.382891,Hadw8j2VAaGfcViv
网鱼网咖,岳阳街道庙前街152-166号（近松江中山中路庙前街北门）,上海,67898012,松江镇,121.234036,31.006206,HaduBQiWrFIZpt2C
乐空间网咖,老芦公路858弄101号二楼,上海,13341671260,滴水湖临港地区,121.866582,30.977562,HaaV1VV4RIJpPyox
网鱼电竞,城南路894号2楼,上海,18516551723,惠南镇,121.769471,31.041501,HaPs0hl3vo89GBQy
东方电竞,真如镇街道真南路487号2楼（李子园地铁站2号口步行80米）,上海,16788865477,桃浦,121.391391,31.268631,HaPTMYDV5BMDfmQV
网鱼网咖,东川路881号（靠近永平路）,上海,13482533295,交大闵行校区,121.431662,31.016774,HaJNeiPTCx2qM4Is
网鱼电竞,人民东路2787-2791号,上海,18918290973,惠南镇,121.765461,31.049315,HaH0HAYzK8nIc9YH
攻略电竞社,福山路519号三层3F01-3F02室,上海,50330069,世纪大道,121.532441,31.222533,Ha5NcyOoOt2B0fW2
网鱼电竞,虹桥镇吴中路1109号吴中商务大楼三号楼401室,上海,13482822547,虹桥镇,121.386007,31.176625,Ha4gwrk7UrL2SsjS
网鱼电竞·棋牌,美安路217号202室,上海,17721068351,美兰湖,121.349694,31.388027,Ha4c09lloMsTyIqK
龙腾电竞,泥城路102、104、106号二层B区,上海,15102128212,泥城,121.826054,30.899735,Ha0vAZYHHiUhusSL
魔兔电竞,水丰路390号2楼（延吉中路地铁站3号口步行250米）,上海,13004196142,黄兴公园,121.537395,31.289105,H9tiVbXtmzw7j3XI
古巴电竞·网咖台球,叶城路与胜辛路交叉口东北角红土天阶负1楼,上海,15255099189,嘉定镇,121.237792,31.360167,H9jCl9j01I0shF4Z
峰鲨电竞,川北公路3056号二楼,上海,19521272923,张江,121.613285,31.206075,H9ioHTbvQBb0jjw8
杰拉电竞•网咖,图们路23号（距离军工路理工大学校门口280米）,上海,13601973618,黄兴公园,121.548129,31.290169,H9gvWNG5Je4RYwCH
峰鲨电竞,潍坊路188号202室,上海,18019777972,世纪大道,121.528783,31.226434,H9asD4Tphf6oP8TQ
网鱼电竞,世博大道1368号2区2层203A,上海,18121066973,世博源,121.492419,31.185629,H9R02D4JWZGTzPBj
网鱼网咖,川沙路4611号奇天商厦1幢3楼B区,上海,15221630817,川沙,121.696876,31.199051,H9PzdsBE8zk0RgLh
网鱼网咖,和炯路191号2楼,上海,13917347440,浦江镇,121.503617,31.121405,H9I4uKPxFHX0zFHv
极狐电竞,聚丰园路129号3楼,上海,19901616142,上海大学,121.384537,31.315107,H9EENZaLUAeiGstH
申翔网咖,南山路107号2楼（共和新路西，西藏北路东）,上海,66773326,西藏北路/中兴路,121.464774,31.256811,H9DUuMklLjVL74Hm
网鱼网咖,政民路215号3楼,上海,18321553192,五角场/大学路,121.506503,31.302441,H90enbvnmj5Cphei
网鱼电竞,古楼公路1876弄18号一层,上海,13052531713,佘山,121.232869,31.104229,H8zzgbP72aOaLELO
攻略网咖,宝山路街道永兴路96号(农业银行对面),上海,19921498609,西藏北路/中兴路,121.475031,31.254211,H8uUvn7lhGfqEeto
网鱼电竞,渔港路336弄6号一楼,上海,18939964293,滴水湖临港地区,121.849654,30.866114,H8sV0GCbk6i7x3PL
网游电竞馆,中山北路中瑞商务大厦停车场内101室,上海,18317163797,武宁地区,121.424658,31.243915,H8nEmoM5b4xueZjs
润熙电竞,莲花南路1500号4号楼302-305室,上海,18361008862,春申地区,121.413693,31.096888,H8ZfxOZIodadvmeZ
乐乐电竞,高科中路2860号二层,上海,15026531745,张江,121.638534,31.203725,H8XWFnSqwStV6OsY
网鱼网咖,沪松公路1501号轨道交通9号线九亭站二层JT-210221222,上海,18721445076,九亭,121.319655,31.137249,H8OLOicQUnNjbKCt
CG棋牌网咖,南期昌路江虹花园60号二楼-1,上海,17717327267,松江镇,121.22649,31.02329,H8KaozMCNQskmoe5
杰拉电竞·网咖·棋牌,繁安路229号二楼,上海,13120518973,颛桥/北桥,121.393169,31.064189,H8GCcQZAGSYGJDCp
网鱼电竞,陆宝山路155号佘山旭辉里1幢3层305-306室,上海,19261242246,佘山,121.214485,31.116209,H8F393RuWybnSBOW
网鱼电竞,莘谭路82号交通银行2楼,上海,18121270881,莘庄,121.376041,31.110581,H8B8VJUGxRb2xPbe
网绅电竞,北松公路4915弄13号,上海,19921042333,车墩影视城,121.310534,31.013767,H80qBJZKfVjWxaRg
玩嘿电竞,秀沿路2430-2432号2层,上海,17301716058,康桥/周浦,121.601297,31.137047,H7s8Pv4kPD9dXUaZ
PLAY电竞,百齐路588号百联南桥购物中心一期B1层A室,上海,15221360324,南桥,121.4842,30.916064,H7rRsqyFWaUZ6PCX
龙猫电竞,共和新路5000弄绿地新都会5号楼222-230室,上海,13761519116,绿地风尚/万达广场,121.444623,31.322483,H7ojhDokQIe4SSXi
宜度电竞台球,菊太路813-821号,上海,52738166,顾村公园,121.364423,31.350608,H7WfbBaNk4lcwyj7
网鱼电竞,施镇路396弄1号169室（麦当劳后面）,上海,18901611658,浦东机场/机场镇,121.755543,31.144117,H7WDokOmXUl9oEKV
腾讯电竞体验馆,召楼路2370弄25号202室,上海,17316334899,闵浦,121.538444,31.062364,H7CSwBM5hbQZIHrt
魔兔电竞·棋牌,五莲路1704号二层,上海,17821077726,高行,121.599271,31.281494,H71I3xUFrgoYDs08
网鱼网咖,罗店镇市一路188号二楼,上海,,美兰湖,121.347519,31.415629,H6ykbX9om41xWrRK
古巴电竞,外钱公路885号,上海,17317136690,外冈镇,121.151139,31.349035,H6ir9trYnHeZ6M6M
乐空间网咖,三三公路4900号,上海,15317638937,滴水湖临港地区,121.898323,30.953501,H6cfzBNjbb7DMCkg
乐乐网咖,金高路1050-5号2楼,上海,15026670510,高行,121.609894,31.283619,H6bpDzt7nSEkIrf3
网鱼网咖,御秀路828弄3号楼2F-06室,上海,15821852771,御桥,121.57914,31.15158,H6VHVqLzltSH1OTA
蜂鸟电竞,华济路9-15号二层,上海,19145716562,徐汇区,121.459412,31.115882,H6Qg5dLfxUy7ZNjH
一人一间网咖,政立路227号1层,上海,65103875,五角场/大学路,121.514566,31.308197,H6OZBt8OZNtwe4ak
万鱼精品电竞网咖,嘉涌路26号,上海,69990338,江桥,121.336701,31.268683,H6Hajdrss85a67Fx
连盈电竞潮玩,宝安公路3705弄130号102-104,上海,18201882581,马陆镇,121.270315,31.323964,H6HQYu6kDR0egAio
网鱼电竞棋牌,九里亭街道沪亭北路607弄25号3层,上海,18721295001,九亭,121.315203,31.146513,H6CvirOCleJmHGHM
乐联电竞·网咖·网吧,墨玉路86号,上海,13120560488,安亭镇,121.163142,31.294318,H61B19KV28OJAEN4
欣宇网咖,北松公路121号2楼,上海,15901883077,颛桥/北桥,121.407489,31.042342,H5tGbmDocLXvzZeQ
欢鹿土星电竞,顾曹公路589号,上海,13701658332,曹路,121.664266,31.293236,H5sQD9hJhW02zNWJ
CK电竞,宜山路250弄12-1临,上海,64692678,光启城,121.429606,31.189016,H5eDWOQ5KXD3OaoX
臻火电竞,新松江路927弄4层4044A室（红星电影院旁边）,上海,18916774971,开元地中海,121.218456,31.038262,H5QYrGcvVnHX2JIq
网鱼电竞,名都路36弄14号2楼A区,上海,13166207890,莘庄,121.391165,31.106898,H5OYU6qfAmbAjQp1
杰拉电竞·网咖,华腾路518弄6号303,上海,15021289130,华新镇,121.228827,31.238357,H5K42ZzyDcjVspQQ
蜂鸟电竞卓威体验馆,逸仙路1328号临港新业坊源创8栋3层308-1、308-2室,上海,19302165631,高境,121.484439,31.318934,H5IvDdzYVx8qgMAQ
虎鲨电竞,都市路3613、3617号2楼,上海,15300805396,莘庄,121.401363,31.082185,H5GupurN4PVYwzxa
峰鲨电竞·棋牌,江晖路409弄84号3楼,上海,15921412874,江镇,121.739587,31.172891,H5BZUpnAo8m29sEA
网鱼电竞,黄渡绿苑路587号2楼,上海,13564671941,安亭黄渡镇,121.210858,31.280306,H5970gt3twm5WcuH
魔兔电竞,合川路2908号新乐坊C座301-B室魔兔电竞,上海,13072165587,虹桥镇,121.382439,31.173091,H4yUqBpRFEmj0txn
杰拉电竞·网咖,九杜公路477号1幢3楼,上海,13564919167,九亭,121.309806,31.143603,H4lTAlJmKjKtpT2b
网鱼电竞,华山路2038号百联徐汇商业广场南楼4楼,上海,54070502,徐家汇,121.437281,31.197091,H4kygikvjeJeX4CU
网鱼电竞,张扬路3611号金桥国际商业广场2座4楼405室406室（米村拌饭对面）,上海,19901788357,金桥,121.579021,31.256981,H4jaE8AuVwDu7ezs
星海岸网咖,施新路802弄绿地东海岸时代广场D区3层,上海,19352151947,浦东机场/机场镇,121.756241,31.147221,H4jCifQB2ANQG0N0
峰鲨电竞,施宏路396号2楼,上海,13472418917,浦东机场/机场镇,121.758961,31.151761,H4h9kEhghkd2060e
杰拉电竞•网咖,胜辛路426号2层2061,上海,15921250611,嘉定新城,121.255147,31.330417,H4g9aYc2VcU94YFy
古巴电竞,淞发路25弄13号2层,上海,19101600324,淞南,121.497991,31.344108,H4JlFHnxaKVAc8av
欢鹿土星电竞,东体育会路661号,上海,18721827902,曲阳地区,121.487304,31.281903,H4FtOVI4llNSHNw4
网鱼网咖·棋牌,共富路101号-103号（1号线共富新村站3号口旁）,上海,17698982831,宝山区,121.43297,31.35089,H42fKk9u9zM0zMcr
网鱼电竞,南泉北路588号新大陆广场南楼第三层房间是S3-03a,上海,18201707754,八佰伴,121.518587,31.228979,H3mzo0bkTmaDPB1q
魔兔电竞,沈家弄路808号,上海,15221421017,洋泾,121.544033,31.237853,H3kzQH1aZwAjqh8W
同承网咖·茶艺棋牌,南乐路456号乐尚天地生活广场F4层,上海,13061717951,车墩影视城,121.296076,31.025413,H3iOPJwDE5QQTwvU
网鱼网咖,东门大街193弄10-18号1-2楼,上海,15121179223,惠南镇,121.758782,31.046182,H3avJMweRW9i4gUD
乐空间网咖,进明渡路306号2楼,上海,13062881756,安亭镇,121.177707,31.283347,H3a6IcfFGAPdpVVY
网鱼网咖,枫林路街道中山南二路933号(近双峰路),上海,17717427603,龙华/西岸,121.448965,31.183587,H3UIYXzxtj0EPn8S
网鱼网咖,成山路1257号2楼,上海,19117271859,世博园,121.523116,31.175741,H3SheobfTi5e2r9P
网鱼电竞,滨江百联购物中心,上海,13166369015,平凉路/东外滩,121.537573,31.264937,H3HWUSaBNUEancy4
欢鹿土星电竞,新市北路1386-1号2层,上海,18721827967,凉城/江湾镇,121.481037,31.302822,H3H5DUcAE9ekaJ5d
网鱼电竞,兴坤路18号长兴阳光天地商场4楼,上海,15800790839,长兴岛,121.761455,31.353777,H2tq2hy1YsGuOeSG
Lv MAX蓝胖电竞,古北1699商业广场b1层b111-2 b149,上海,19101746651,虹桥镇,121.402926,31.188262,H2sWzcMunD4IcFrY
网鱼电竞,南京东路588号5楼丝绸商厦商务时装门口上楼（世纪广场正对面）,上海,15001899127,南京东路,121.479159,31.235871,H2q8Gr4fEuj1GE2X
网鱼电竞,关山路48号一层（近国权路）,上海,18221501563,五角场/大学路,121.52203,31.29061,H2mvcYNqkY8c1ahO
嘉草网咖,斜土东路255号三层,上海,33766089,西藏南路/世博会馆,121.487119,31.207768,H2flJhNEQeMQ9xDB
宝菊网吧,万步路10号,上海,59831657,青浦区,121.056091,31.074961,H2f6B7gmMZdZEjru
网鱼网咖,长岛路1228号3楼,上海,58955823,金桥,121.593534,31.261394,H2ZaCjq9yWIR7y8d
臻火电竞,华灵路841号2楼208室,上海,18930350585,大华地区,121.422803,31.279259,H2XpdrgSovGqb0co
New happy电竞综合馆,洪德路201弄35号,上海,19372841037,嘉定新城,121.262279,31.357418,H2WTzFUYXZY18Jgq
轩浩网咖,民雨路335号（大风车广场必胜客楼上）,上海,18117016190,曹路,121.663372,31.275052,H2W0IRp03JSTPAwH
魔兔网咖,齐爱路477-485号2层,上海,17612132719,唐镇,121.662838,31.207872,H2R5hNkQICoMfZJp
玩嘿电竞,成山路500号浦乐汇3楼,上海,18121499232,上南地区,121.507415,31.172028,H2PYVAJYlUnmLvZY
红猫电竞馆,美平路793号二楼,上海,17279346341,美兰湖,121.338218,31.387343,H2MOL8X5eVDME7NW
乐空间电竞棋牌,淀山湖大道万达茂金街B区二楼202室,上海,13311605163,青浦城区,121.084115,31.13498,H2F24bXJ12SLfKac
蓝胖电竞,百联嘉定购物中心4楼407-413室（近南门、来伊份楼上、近露天停车场）,上海,13391106272,嘉定镇,121.279132,31.385182,H2CGdIQ8qqnpRAVI
欢鹿土星电竞,兰溪路148号曹杨数码广场五楼,上海,18721827651,曹杨地区,121.404858,31.239958,H29UWDxuRIYmBLzM
玩嘿电竞·星宫店,海宁路1399号金城大厦3-11,上海,17192186161,苏河湾,121.468324,31.244044,H25JEPaHfvmByHwd
极狐电竞 棋牌,华江路786号,上海,15221157127,江桥万达广场,121.328503,31.242831,H1wkMbTLCBej7eKI
网鱼网咖,泥城镇鸿音路3155弄128号3楼网鱼电竞(海上歌友隔壁),上海,15221168066,泥城,121.815895,30.905775,H1gyWyRZGLoNgDbp
战云电竞,嘉峪关路397号,上海,17521215253,江桥,121.316428,31.270689,H1gRQzfDYNwaULqy
杰拉电竞·网咖,七莘路2907号(9号线七宝站万科广场),上海,13818180484,七宝,121.350238,31.151798,H1e61XRjfIzFP3gQ
网鱼电竞,定西路1550号三樓（大娘水饺三楼）,上海,18918052961,中山公园/江苏路,121.421878,31.217741,H1dDJxIwHCiGXXhX
网鱼网咖,颛兴路117号2楼,上海,18917892440,颛桥/北桥,121.398989,31.066992,H1c7KsGplUacnRvu
网鱼电竞,共和新路街道洛川东路360号裙楼201室360-1室(近农行共和支行),上海,36527181,闸北公园,121.461844,31.269797,H1PvpjbMiTF9ZHhr
乐乐电竞,永德路419号101室208-2,上海,15028195661,吴泾镇,121.456548,31.041006,H1K5XDjyzTpmDKZG
网鱼网咖,仙霞新村街道茅台路480号B1层,上海,62597187,天山,121.393155,31.210154,H1F5lgNgDiKO9OUu
子奇电竞,虹梅南路1005号59幢3034-3037室（华光生活广场）,上海,19821276066,莲花路/南方商城,121.423553,31.123423,H18J3QHz746rMXZV
部落联盟网咖,菊盛路945号2层,上海,13020151292,宝山区,121.367794,31.363456,H15bH8tCpFN0UG6V
零点电竞·台球·棋牌,塘西街39号罗店购物中心2层01室,上海,19121560693,美兰湖,121.343479,31.412738,GatszpCdQRJYZOA1
网鱼网咖·棋牌,金海公路99弄60号304.305室（佳源梦想广场三楼）,上海,18721671181,奉贤区,121.51305,30.84916,Gafa8rJsiv79CSAd
天际电竞,曹安公路2363号2楼,上海,17502176189,江桥,121.341381,31.260073,GaZi2VfYS2GWpEuk
蜂鸟电竞,杨泰路539号,上海,19121896862,杨行镇,121.439441,31.379131,GaXIRcuQ5yoxyYBv
名旺网吧棋牌,福州路515号青莲阁2层,上海,53530808,南京东路,121.480846,31.233094,GaWeomB3Z4xJrMvR
魔神电竞,方中路117号2楼,上海,19121008763,安亭镇,121.214743,31.318601,GaVTdwnCO3VeYkHr
网鱼网咖,铜川路1601-1603号-3楼,上海,15317671109,真如,121.390251,31.251501,GaRmzlgBzW0FoM7y
战狼电竞,灵岩南路1059号2楼,上海,17749711134,三林地区,121.499771,31.142991,GaNzkoxEFyy5WCy5
网鱼网咖,肖塘路255弄4号楼3层,上海,18721131348,西渡镇,121.435421,30.961641,GaMsmcY7RkLtbR6E
网鱼电竞,交通路4687号2楼,上海,18721827925,桃浦,121.390702,31.267672,GaLwn03EOrOWji8s
网鱼电竞,曲阳路566号5楼503室,上海,15316342406,曲阳地区,121.49117,31.279536,GaGnw2OsrHgdCgPW
景程网咖,水产西路513号2楼,上海,56672100,宝山区,121.42153,31.35829,GaEWv9zlVnf6wlIp
网鱼网咖,南汇新城镇港城新天地茉莉路225弄B幢303室,上海,15000155214,南汇新城,121.906109,30.894983,GaCFqaUWkzA7zbsS
网鱼电竞·棋牌,嘉兴路街道公平路776号2楼（近临平路地铁站3号口）,上海,18217010275,临平路/和平公园,121.500158,31.259917,Ga4CIR6aBZcj8DGj
W电竞社,沁春路1322弄4-6号,上海,19921555509,莘庄,121.375952,31.095339,Ga0Uegyvfvxutqhd
蓝胖电竞,临青路273-275号金凤大楼2层,上海,18302104602,平凉路/东外滩,121.540861,31.265951,G9yNK2sRfIzZ3ZpY
万炫网咖,鹤望路487号,上海,19101610073,江桥万达广场,121.323317,31.244335,G9i9jvN7D3XPTCip
网鱼电竞,航南公路5511号三层308室,上海,17717247749,易买得,121.464318,30.930558,G9fjYsBHjTnMMEE2
魔兔网咖,莘东路100号海星大楼二楼,上海,15821918233,莘庄,121.378411,31.106581,G9d7HeyUcRdoCJmv
网鱼网咖,山阳镇卫零路643号3楼(近莲花超市),上海,67961113,卫零路,121.336128,30.728512,G9d0RKBJ0ItLLADV
战壕网咖 ,小木桥路321号底层,上海,18301953419,肇嘉浜路/中山医院,121.459017,31.196398,G9YUHjXpPILPdDZa
网鱼电竞,国庠路28号B1（近好乐迪财富店）,上海,35360393,五角场/大学路,121.518012,31.302252,G9CSaKlocqVF5sCe
杰拉电竞·网咖,余姚路332号,上海,13761957037,曹家渡,121.437472,31.235521,G8hhkEl8wHGFtm99
网鱼网咖·电竞,大华路538号大华澳洲广场2楼201室（大华二路）,上海,17521738945,大华地区,121.414335,31.272505,G8aofwHspASQXelC
网鱼电竞,鲁南路538号13幢2层209-210室,上海,17316455991,浦江镇,121.520141,31.026026,G8a7ziwDhVqrFZeZ
网鱼电竞,牡丹江路1728号3楼302室,上海,15800517209,宝山城区/吴淞,121.482099,31.404219,G8XRiIuVZbEt8esh
摩兔网咖,广兰路236号2楼,上海,,张江,121.616898,31.216614,G8T350NflKOZbHL3
魔兔网咖,江东路1400弄19-21号,上海,13524782587,外高桥,121.544457,31.363977,G8OKmS1E09dRZkY0
悟空电竞,花园路38号.207.208.209-212室,上海,15656285217,虹口足球场/鲁迅公园,121.478095,31.269869,G8FC87xtYu1nvSIc
网鱼电竞,虹梅南路379弄27号力波商场3楼310-311室,上海,18217658325,莲花路/南方商城,121.414098,31.134358,G8EYKNfGZHWwI3KN
古巴电竞,云屏路1520弄8号,上海,15216641740,嘉定新城,121.243082,31.345839,G83RSUk5F01sDVbG
网鱼网咖,城中路2号1幢3楼网鱼网咖,上海,15316131610,嘉定镇,121.253217,31.373461,G7xCQ9vDfN1XmyTU
网鱼网咖,申滨路990号5幢101三层3F-02,上海,18121025627,虹桥火车站/国展中心,121.308469,31.209629,G7v28W1dgjB4JKI6
牛牛电竞,港阳路海港商贸城20栋15号,上海,18721572357,奉贤区,121.744003,30.893373,G7t691PXa6qbHJEl
魔神电竞·网咖·棋牌,淞南路326号二楼,上海,13564094404,淞南,121.491221,31.344751,G7qo4qjD7A9nGRR4
网鱼网咖,南京西路街道江宁路77号恒顺大厦5楼,上海,18916965481,南京西路,121.455472,31.229226,G7iyrThqmLLsxYRf
蓝胖电竞,漕宝路33号徐汇日月光中心A座4楼01部位L4-38-1号,上海,19373593324,漕河泾/田林,121.433057,31.168829,G7fonJAwmbhai4Cv
摩域电竞,中原路50号2楼,上海,18964010156,中原地区,121.532309,31.311679,G7dBzMqU4gUXtfi9
网鱼网咖·电竞,九百购物中心新沪路1139号二楼,上海,66058183,大华地区,121.421974,31.281201,G7bZmGHyMDpOdmev
网鱼电竞·棋牌,光新路163号1楼,上海,52995712,中山北路/甘泉地区,121.431774,31.251619,G798kFodxf71vHMS
欢鹿土星电竞,北石路149号,上海,18721825735,真如,121.400772,31.248562,G78klkwqwmh0cUgM
网鱼网咖,石龙路971号二楼,上海,18221744769,上海南站,121.430222,31.148071,G78jlvacDV2JFfbG
红猫电竞馆,顾荻路378号2楼,上海,13817467482,顾村公园,121.389517,31.355867,G70eBHaNuKFs4Z2Q
古巴电竞,嘉松北路6130弄嘉实广场193号301室,上海,18901805312,安亭黄渡镇,121.221494,31.28787,G6wEG4HK1MZFGP3V
虹丰网咖,江桥镇曹安公路2688号二楼,上海,18790070319,江桥,121.3321,31.26341,G6ruhMQLOS3TElXL
柯森电竞,团结路58号,上海,18917357326,宝山城区/吴淞,121.484243,31.407573,G6obd054GsTyh0ss
网鱼网咖,康沈路1670-1672号2层（靠近年家浜路 肯德基对面）,上海,18916535415,康桥/周浦,121.577007,31.115479,G6oPqoCocUNKyEvQ
连盈网咖,爱特路179号二楼,上海,13601639454,江桥,121.314961,31.232441,G6hRV4wcR6zTmL1o
网鱼网咖,启帆路430号230-233室阳光天地2层,上海,13761104956,高行,121.587964,31.312364,G6h72rIpoMg3wP8F
网鱼电竞,报春路406号二楼,上海,18201887008,莲花路/南方商城,121.387938,31.124371,G6dnyaH7hUkKziSR
网鱼网咖·棋牌,桃源路251号佘山市场二楼,上海,19901693664,佘山,121.184733,31.099373,G6bCHbNHy5fM4rxa
网鱼电竞,灵石路921号1幢3楼,上海,15001886891,彭浦镇,121.432121,31.277317,G6RJzv9wONuID9QJ
